trans_id,time,subtotal,tip,total
B750-7253,10:50 AM,,,
B671-8665,3:30 AM,,,
B779-3204,11:48 AM,,,
B107-8011,5:26 AM,,,
B851-3144,7:57 AM,,,
B314-4970,6:05 AM,,,
B107-9963,3:55 PM,,,
B122-3146,3:36 AM,,,
B591-2950,3:28 PM,,,
B928-4124,6:44 AM,,,
B636-7128,4:35 PM,,,
B979-7470,2:50 AM,,,
B320-6391,2:05 AM,,,
B048-9185,3:59 PM,,,
B813-8021,3:22 AM,,,
B812-3408,6:41 AM,,,
B537-6817,9:24 AM,,,
B287-7518,2:21 AM,,,
B352-2882,1:46 PM,,,
B632-4539,6:23 AM,,,
B886-3318,4:19 AM,,,
B986-8008,8:36 AM,,,
B312-8055,4:45 PM,,,
B180-0525,3:10 PM,,,
B104-3557,2:24 AM,,,
B229-6080,1:41 PM,,,
B563-3859,4:43 PM,,,
B550-0058,3:17 AM,,,
B811-7412,1:30 PM,,,
B055-8482,3:27 AM,,,
B652-8670,6:11 AM,,,
B195-1916,12:29 PM,,,
B365-6454,7:51 AM,,,
B294-5854,1:18 PM,,,
B499-9522,2:21 PM,,,
B347-4935,10:10 AM,,,
B282-4499,3:56 AM,,,
B720-4089,8:18 AM,,,
B190-5127,4:41 PM,,,
B422-1889,2:55 AM,,,
B065-8423,4:31 PM,,,
B712-0214,12:36 PM,,,
B319-9814,5:59 AM,,,
B398-8828,1:56 PM,,,
B181-2378,1:56 PM,,,
B000-6306,6:38 AM,,,
B344-0008,10:33 AM,,,
B546-9098,3:16 PM,,,
B405-9605,4:16 PM,,,
B752-0784,9:34 AM,,,
B732-8461,2:01 AM,,,
B533-1800,8:14 AM,,,
B715-8055,11:05 AM,,,
B782-1945,5:15 AM,,,
B861-5042,10:32 AM,,,
B020-1461,2:47 AM,,,
B901-9711,2:16 PM,,,
B121-9477,2:20 PM,,,
B602-5066,5:00 AM,,,
B771-5498,11:33 AM,,,
B470-6869,6:58 AM,,,
B508-4489,6:19 AM,,,
B777-7328,2:46 PM,,,
B865-0666,9:58 AM,,,
B954-2178,2:30 PM,,,
B514-9609,6:42 AM,,,
B149-6698,3:22 PM,,,
B270-9515,3:30 PM,,,
B694-8602,4:39 AM,,,
B577-3828,7:25 AM,,,
B822-8705,4:58 PM,,,
B942-3435,3:36 PM,,,
B856-3484,4:20 PM,,,
B270-2718,2:42 AM,,,
B997-8436,7:00 AM,,,
B660-5683,5:05 AM,,,
B258-0129,3:18 PM,,,
B203-4466,10:12 AM,,,
B945-9950,4:05 PM,,,
B892-9303,9:38 AM,,,
B192-6061,4:08 AM,,,
B016-4187,7:30 AM,,,
B962-5484,2:33 PM,,,
B255-7704,10:53 AM,,,
B334-3656,10:21 AM,,,
B658-8960,1:20 PM,,,
B544-7053,9:48 AM,,,
B307-9149,2:22 PM,,,
B340-2249,5:45 AM,,,
B693-0396,10:19 AM,,,
B925-3504,7:13 AM,,,
B130-9968,11:32 AM,,,
B577-5384,4:25 AM,,,
B320-1327,4:48 AM,,,
B985-2391,5:52 AM,,,
B949-7144,5:32 AM,,,
B180-7284,2:31 AM,,,
B647-8434,1:48 PM,,,
B001-1641,8:40 AM,,,
B482-4999,8:57 AM,,,
B854-8492,1:12 PM,,,
B917-3385,4:59 AM,,,
B870-2777,6:03 AM,,,
B380-7911,12:07 PM,,,
B958-4638,9:17 AM,,,
B798-7932,7:45 AM,,,
B487-6672,12:20 PM,,,
B806-3692,8:57 AM,,,
B695-5867,4:44 AM,,,
B084-0102,4:39 AM,,,
B415-9946,7:19 AM,,,
B054-0412,4:23 PM,,,
B655-2567,4:54 PM,,,
B165-6716,4:05 PM,,,
B265-8583,2:47 AM,,,
B365-9536,5:35 AM,,,
B989-3428,12:49 PM,,,
B585-4443,4:38 AM,,,
B046-3718,3:32 PM,,,
B940-5724,6:22 AM,,,
B861-2956,10:21 AM,,,
B385-7765,7:07 AM,,,
B365-4866,7:23 AM,,,
B029-2910,3:49 PM,,,
B942-1758,10:34 AM,,,
B969-3064,1:45 PM,,,
B620-5542,2:56 AM,,,
B532-2506,4:10 AM,,,
B558-5246,11:19 AM,,,
B609-7966,3:50 PM,,,
B837-8630,7:21 AM,,,
B825-4090,6:21 AM,,,
B340-4650,5:06 AM,,,
B417-5742,3:39 AM,,,
B611-7904,4:34 PM,,,
B608-2751,12:05 PM,,,
B233-6176,4:34 AM,,,
B842-7509,11:43 AM,,,
B723-0061,3:56 AM,,,
B180-9455,7:19 AM,,,
B969-1230,3:52 PM,,,
B033-3639,3:45 AM,,,
B952-5231,2:36 PM,,,
B626-6216,4:24 AM,,,
B873-8007,11:44 AM,,,
B089-0347,3:52 PM,,,
B828-2546,10:51 AM,,,
B850-6014,5:26 AM,,,
B074-2406,3:00 AM,,,
B174-2143,12:02 PM,,,
B055-2111,6:39 AM,,,
B257-7049,7:42 AM,,,
B816-5449,8:41 AM,,,
B792-8246,9:53 AM,,,
B946-4993,3:10 PM,,,
B453-8375,12:27 PM,,,
B577-9678,9:50 AM,,,
B195-0534,12:04 PM,,,
B602-4086,5:56 AM,,,
B545-4900,10:27 AM,,,
B290-8349,9:32 AM,,,
B579-6593,10:21 AM,,,
B730-2851,8:28 AM,,,
B958-6449,3:52 PM,,,
B748-9001,4:06 PM,,,
B988-7104,3:13 PM,,,
B061-6692,8:15 AM,,,
B278-7796,3:08 PM,,,
B842-1269,4:03 AM,,,
B068-9979,6:17 AM,,,
B304-2252,3:08 PM,,,
B255-1331,2:22 AM,,,
B572-7533,3:09 PM,,,
B742-9574,9:58 AM,,,
B322-3636,12:29 PM,,,
B862-6776,7:46 AM,,,
B743-6776,6:08 AM,,,
B208-3653,8:40 AM,,,
B860-3623,4:26 AM,,,
B867-4693,10:02 AM,,,
B171-7126,3:04 AM,,,
B148-9652,4:49 PM,,,
B241-7736,7:23 AM,,,
B578-5157,11:39 AM,,,
B321-9138,8:24 AM,,,
B591-0981,1:41 PM,,,
B673-9949,4:31 PM,,,
B923-4547,6:57 AM,,,
B530-1585,2:01 AM,,,
B971-4680,12:17 PM,,,
B588-0656,9:42 AM,,,
B016-7553,3:31 AM,,,
B297-1576,2:16 PM,,,
B988-4746,3:35 AM,,,
B606-0115,9:47 AM,,,
B032-9168,6:02 AM,,,
B013-9649,2:06 AM,,,
B429-9836,2:01 AM,,,
B726-3747,3:15 PM,,,
B625-4980,3:38 AM,,,
B168-6800,12:40 PM,,,
B138-9752,10:51 AM,,,
B202-5579,6:07 AM,,,
B145-5898,3:12 PM,,,
B756-7310,6:54 AM,,,
B081-0457,7:13 AM,,,
B709-6457,7:22 AM,,,
B851-9084,9:38 AM,,,
B527-1134,4:47 AM,,,
B158-4369,11:30 AM,,,
B223-0433,1:50 PM,,,
B838-9476,5:35 AM,,,
B936-2720,3:30 AM,,,
B131-3184,5:50 AM,,,
B190-2759,5:52 AM,,,
B788-8966,9:57 AM,,,
B727-0415,8:27 AM,,,
B162-3763,8:30 AM,,,
B938-3649,3:42 AM,,,
B110-5606,6:34 AM,,,
B750-3270,6:29 AM,,,
B961-6633,4:57 PM,,,
B285-7960,6:10 AM,,,
B056-7447,8:38 AM,,,
B182-0144,6:37 AM,,,
B653-2793,4:36 PM,,,
B583-5184,3:04 PM,,,
B519-6780,8:37 AM,,,
B177-0632,2:28 AM,,,
B394-2863,5:36 AM,,,
B161-8150,2:54 AM,,,
B165-0883,2:06 AM,,,
B781-6730,6:55 AM,,,
B365-0327,2:27 PM,,,
B461-1409,8:33 AM,,,
B372-2407,6:11 AM,,,
B107-7897,10:53 AM,,,
B251-4488,3:39 AM,,,
B511-8698,4:03 PM,,,
B195-6564,3:04 PM,,,
B029-6243,2:11 PM,,,
B104-4880,5:22 AM,,,
B427-9521,5:20 AM,,,
B399-3335,11:06 AM,,,
B068-6762,1:30 PM,,,
B226-6093,4:01 AM,,,
B352-3049,2:25 AM,,,
B244-7504,10:26 AM,,,
B488-2652,1:53 PM,,,
B952-1322,8:49 AM,,,
B111-1576,4:13 AM,,,
B146-0385,10:37 AM,,,
B074-9555,2:54 AM,,,
B073-1462,5:05 AM,,,
B798-8483,3:52 PM,,,
B864-6932,2:11 AM,,,
B962-6972,10:04 AM,,,
B103-4372,6:48 AM,,,
B747-0639,1:09 PM,,,
B558-8704,8:14 AM,,,
B951-9275,8:07 AM,,,
B628-9172,11:26 AM,,,
B171-2593,6:52 AM,,,
B848-2148,2:14 AM,,,
B907-2495,7:24 AM,,,
B364-8052,10:08 AM,,,
B364-6480,10:45 AM,,,
B835-0629,12:43 PM,,,
B796-2120,3:45 AM,,,
B374-8899,7:10 AM,,,
B056-4131,1:01 PM,,,
B495-9384,4:55 PM,,,
B372-8363,6:22 AM,,,
B022-6291,10:27 AM,,,
B296-8201,2:31 AM,,,
B328-6339,9:08 AM,,,
B790-8615,2:56 AM,,,
B830-3266,7:27 AM,,,
B173-1682,4:27 AM,,,
B817-9536,6:35 AM,,,
B735-9875,2:55 AM,,,
B464-0484,12:29 PM,,,
B778-1870,11:20 AM,,,
B082-8196,11:05 AM,,,
B420-5112,8:04 AM,,,
B878-3263,11:35 AM,,,
B905-9490,12:49 PM,,,
B722-8056,11:23 AM,,,
B606-2189,4:21 PM,,,
B464-0364,11:07 AM,,,
B426-8118,10:58 AM,,,
B374-0629,9:05 AM,,,
B807-9627,7:40 AM,,,
B740-8693,2:23 AM,,,
B626-2377,10:02 AM,,,
B543-4903,6:36 AM,,,
B725-6685,8:40 AM,,,
B614-2812,2:39 AM,,,
B055-7116,3:45 PM,,,
B118-8345,11:35 AM,,,
B429-6895,7:42 AM,,,
B614-3235,4:44 AM,,,
B821-0949,2:21 PM,,,
B301-2113,3:24 AM,,,
B123-2506,11:44 AM,,,
B150-9106,6:15 AM,,,
B153-9834,9:12 AM,,,
B772-6805,4:19 PM,,,
B432-0999,3:20 PM,,,
B305-4307,4:52 AM,,,
B785-2449,8:44 AM,,,
B668-2445,1:20 PM,,,
B123-4700,3:31 AM,,,
B230-5326,8:14 AM,,,
B433-8427,11:27 AM,,,
B289-1467,3:01 AM,,,
B547-1341,1:27 PM,,,
B202-4035,4:21 PM,,,
B429-2649,12:24 PM,,,
B987-2806,8:19 AM,,,
B095-5968,11:23 AM,,,
B903-0546,6:08 AM,,,
B655-2407,2:49 AM,,,
B097-6944,2:42 AM,,,
B018-5671,5:29 AM,,,
B573-2579,2:53 AM,,,
B359-6001,7:34 AM,,,
B402-8757,2:57 PM,,,
B670-0450,11:36 AM,,,
B686-8952,12:40 PM,,,
B336-1193,3:09 AM,,,
B429-7684,4:10 PM,,,
B312-5570,8:05 AM,,,
B465-7712,1:44 PM,,,
B196-7827,7:32 AM,,,
B790-2706,5:55 AM,,,
B010-6548,6:30 AM,,,
B070-3566,3:55 AM,,,
B801-7533,3:24 AM,,,
B348-1026,12:51 PM,,,
B220-7078,1:28 PM,,,
B075-4724,1:32 PM,,,
B204-0883,11:34 AM,,,
B369-8601,6:23 AM,,,
B494-0644,2:22 AM,,,
B582-3849,7:37 AM,,,
B111-7452,2:36 AM,,,
B401-0490,5:51 AM,,,
B029-2032,2:06 AM,,,
B637-6129,3:43 PM,,,
B674-5726,3:00 PM,,,
B535-2459,3:06 AM,,,
B733-0012,3:46 AM,,,
B836-0708,2:42 PM,,,
B869-9049,8:07 AM,,,
B883-4125,6:26 AM,,,
B762-9558,2:58 AM,,,
B364-1118,2:46 PM,,,
B172-1005,1:48 PM,,,
B003-5373,12:01 PM,,,
B651-6965,12:40 PM,,,
B639-6722,7:41 AM,,,
B706-0384,2:54 PM,,,
B993-0323,8:21 AM,,,
B977-3832,10:28 AM,,,
B936-6783,4:48 AM,,,
B672-9266,4:40 AM,,,
B531-2705,7:45 AM,,,
B438-6870,10:19 AM,,,
B765-6990,2:11 AM,,,
B040-5692,7:22 AM,,,
B577-4096,4:38 AM,,,
B829-8867,12:15 PM,,,
B625-2183,10:04 AM,,,
B638-2282,11:49 AM,,,
B807-6777,6:47 AM,,,
B982-0441,1:38 PM,,,
B500-8344,6:48 AM,,,
B229-1721,10:56 AM,,,
B080-2006,1:41 PM,,,
B312-4404,6:20 AM,,,
B693-1684,2:47 PM,,,
B199-8065,1:11 PM,,,
B943-0857,6:39 AM,,,
B834-0277,1:15 PM,,,
B430-0822,8:03 AM,,,
B508-1589,9:44 AM,,,
B606-5804,9:37 AM,,,
B409-6360,11:12 AM,,,
B690-1215,11:32 AM,,,
B974-3289,11:38 AM,,,
B497-1449,2:06 AM,,,
B765-5496,3:07 AM,,,
B086-7044,9:34 AM,,,
B884-3598,5:00 AM,,,
B149-5602,6:09 AM,,,
B041-7209,7:43 AM,,,
B356-8018,8:53 AM,,,
B458-4279,1:04 PM,,,
B850-8431,11:15 AM,,,
B719-0272,1:58 PM,,,
B427-8618,3:08 PM,,,
B889-3713,9:17 AM,,,
B505-5093,6:05 AM,,,
B970-3506,5:42 AM,,,
B370-0187,10:48 AM,,,
B921-6459,8:13 AM,,,
B025-2328,7:41 AM,,,
B826-2449,11:09 AM,,,
B223-6808,12:56 PM,,,
B315-7405,4:13 AM,,,
B184-8400,2:33 PM,,,
B026-0140,3:09 PM,,,
B159-3856,3:38 AM,,,
B476-2329,12:19 PM,,,
B239-7020,6:43 AM,,,
B626-2877,1:40 PM,,,
B782-8704,4:16 AM,,,
B219-1523,5:13 AM,,,
B671-3414,4:10 PM,,,
B620-2869,2:33 AM,,,
B916-7377,3:40 PM,,,
B325-5139,2:10 AM,,,
B550-8826,7:08 AM,,,
B445-7250,6:00 AM,,,
B915-4726,9:42 AM,,,
B676-1783,6:48 AM,,,
B902-9061,8:16 AM,,,
B896-6398,2:39 AM,,,
B695-3187,2:08 AM,,,
B276-8839,12:27 PM,,,
B498-6364,9:34 AM,,,
B370-8604,12:10 PM,,,
B810-2162,2:34 AM,,,
B094-0964,7:50 AM,,,
B061-8531,9:28 AM,,,
B516-7979,3:39 PM,,,
B446-6481,7:02 AM,,,
B515-1061,3:06 AM,,,
B914-6018,6:50 AM,,,
B050-8771,3:10 PM,,,
B684-5630,3:49 PM,,,
B080-7104,11:14 AM,,,
B937-3614,11:05 AM,,,
B707-8946,5:52 AM,,,
B516-4537,10:53 AM,,,
B344-0358,4:27 AM,,,
B220-4918,7:47 AM,,,
B929-7058,6:28 AM,,,
B594-2426,10:57 AM,,,
B353-2886,7:42 AM,,,
B666-0837,6:07 AM,,,
B795-1877,3:29 AM,,,
B138-6501,10:00 AM,,,
B951-3086,4:34 AM,,,
B919-8316,7:14 AM,,,
B715-1304,10:37 AM,,,
B305-9594,12:00 PM,,,
B395-4853,2:13 PM,,,
B217-3031,2:21 PM,,,
B117-9609,11:46 AM,,,
B846-2249,7:18 AM,,,
B938-3871,1:12 PM,,,
B349-8550,3:05 AM,,,
B341-4848,7:35 AM,,,
B393-8759,2:04 AM,,,
B129-0302,8:57 AM,,,
B901-3850,1:56 PM,,,
B746-3283,8:20 AM,,,
B027-8798,8:00 AM,,,
B611-5505,12:51 PM,,,
B998-8759,8:38 AM,,,
B840-0889,12:08 PM,,,
B049-4045,3:48 PM,,,
B758-0541,10:27 AM,,,
B216-5877,8:06 AM,,,
B903-4004,4:25 PM,,,
B462-5676,2:31 AM,,,
B079-3265,12:39 PM,,,
B682-6167,12:38 PM,,,
B813-1538,9:37 AM,,,
B555-7759,3:50 AM,,,
B625-1124,2:36 AM,,,
B049-1458,11:10 AM,,,
B717-3668,8:14 AM,,,
B352-2237,5:04 AM,,,
B729-8396,4:56 PM,,,
B884-1015,8:35 AM,,,
B388-6175,6:02 AM,,,
B167-4705,6:52 AM,,,
B619-9048,2:10 AM,,,
B848-6351,2:22 PM,,,
B777-3567,4:31 AM,,,
B085-3999,12:44 PM,,,
B719-0898,3:59 PM,,,
B139-5652,5:52 AM,,,
B254-8520,4:38 PM,,,
B700-5349,1:49 PM,,,
B772-3668,8:49 AM,,,
B722-1466,4:12 AM,,,
B046-6195,3:49 PM,,,
B682-1213,5:00 AM,,,
B379-0224,11:28 AM,,,
B635-2277,3:40 PM,,,
B254-1167,7:27 AM,,,
B246-9959,12:59 PM,,,
B060-8347,12:12 PM,,,
B337-3024,5:34 AM,,,
B051-5540,9:27 AM,,,
B423-2332,4:21 AM,,,
B661-8167,6:00 AM,,,
B343-7957,9:30 AM,,,
B107-0619,2:58 PM,,,
B557-9974,4:39 PM,,,
B650-0663,7:24 AM,,,
B690-1948,9:12 AM,,,
B817-6036,9:31 AM,,,
B878-8238,3:09 AM,,,
B881-2510,4:44 PM,,,
B375-6028,4:55 PM,,,
B913-3231,4:39 PM,,,
B699-4618,10:20 AM,,,
B712-0745,7:36 AM,,,
B992-8148,8:04 AM,,,
B332-5513,9:11 AM,,,
B742-4072,3:08 AM,,,
B799-6603,11:00 AM,,,
B969-5662,3:52 AM,,,
B171-0881,9:04 AM,,,
B664-3956,2:28 AM,,,
B000-4282,2:32 PM,,,
B559-7167,9:07 AM,,,
B084-0012,9:33 AM,,,
B765-2854,1:15 PM,,,
B955-6021,7:36 AM,,,
B011-1805,4:52 PM,,,
B514-8244,2:35 PM,,,
B739-4092,3:32 PM,,,
B114-9581,2:31 AM,,,
B926-6531,2:49 AM,,,
B848-9216,2:26 AM,,,
B825-9366,2:21 AM,,,
B688-2923,1:41 PM,,,
B611-3645,2:17 PM,,,
B990-6857,4:33 AM,,,
B704-6580,6:41 AM,,,
B778-9635,3:13 PM,,,
B788-7727,8:50 AM,,,
B605-0182,11:47 AM,,,
B347-7568,4:20 PM,,,
B315-0867,2:05 AM,,,
B189-7377,3:48 PM,,,
B232-9623,11:37 AM,,,
B762-2890,4:29 AM,,,
B067-8768,4:32 PM,,,
B849-9119,3:29 PM,,,
B830-0913,3:29 PM,,,
B306-3708,5:19 AM,,,
B140-6720,1:24 PM,,,
B526-3574,5:41 AM,,,
B769-5831,4:41 PM,,,
B865-6559,10:25 AM,,,
B673-5383,2:33 AM,,,
B586-8944,11:03 AM,,,
B269-2725,4:46 AM,,,
B740-0930,4:04 AM,,,
B859-4740,4:06 PM,,,
B930-0851,7:25 AM,,,
B178-4100,9:37 AM,,,
B146-6601,5:47 AM,,,
B102-6378,2:36 PM,,,
B477-0863,8:21 AM,,,
B403-8620,1:27 PM,,,
B586-6799,5:45 AM,,,
B850-4948,2:47 AM,,,
B079-8299,12:04 PM,,,
B973-6389,9:20 AM,,,
B868-5116,2:07 PM,,,
B628-0850,3:36 PM,,,
B387-4174,3:41 PM,,,
B494-3225,2:40 AM,,,
B986-0344,10:18 AM,,,
B711-4576,11:11 AM,,,
B922-2984,7:39 AM,,,
B692-4647,4:06 AM,,,
B386-5902,10:46 AM,,,
B844-3072,1:26 PM,,,
B572-0553,11:53 AM,,,
B507-4314,3:44 AM,,,
B902-3615,3:16 AM,,,
B515-3883,6:06 AM,,,
B566-3773,2:54 PM,,,
B139-0112,8:38 AM,,,
B571-9791,3:30 AM,,,
B376-4711,4:00 PM,,,
B122-4938,4:26 AM,,,
B229-5967,7:22 AM,,,
B588-7123,7:32 AM,,,
B811-1548,3:17 AM,,,
B269-4329,12:41 PM,,,
B779-2287,3:24 PM,,,
B918-5264,5:10 AM,,,
B760-7603,11:39 AM,,,
B786-6113,7:38 AM,,,
B442-4561,3:30 PM,,,
B263-4654,2:16 PM,,,
B796-1446,2:17 AM,,,
B307-4592,2:47 AM,,,
B911-6617,3:24 AM,,,
B939-9862,4:39 AM,,,
B861-7984,2:45 AM,,,
B077-1568,3:55 PM,,,
B086-9940,5:08 AM,,,
B865-9329,1:29 PM,,,
B640-9253,2:19 AM,,,
B413-4083,4:25 AM,,,
B737-7229,2:00 PM,,,
B615-3070,6:21 AM,,,
B297-3901,2:29 AM,,,
B359-8497,2:06 AM,,,
B157-0407,8:44 AM,,,
B796-4730,8:15 AM,,,
B403-6522,9:59 AM,,,
B596-4563,4:12 PM,,,
B735-9199,11:26 AM,,,
B760-8566,2:43 PM,,,
B653-3319,2:24 PM,,,
B840-9259,8:47 AM,,,
B810-9235,12:43 PM,,,
B834-6235,10:31 AM,,,
B583-8978,1:04 PM,,,
B030-6891,9:25 AM,,,
B581-0471,12:14 PM,,,
B094-8736,2:52 AM,,,
B042-2302,1:45 PM,,,
B531-3461,4:15 AM,,,
B181-3115,4:34 PM,,,
B269-4806,3:02 PM,,,
B326-5412,3:10 AM,,,
B690-9063,4:25 AM,,,
B598-8216,6:48 AM,,,
B869-6419,1:41 PM,,,
B382-7677,1:16 PM,,,
B800-1799,4:24 PM,,,
B435-0998,8:31 AM,,,
B453-7191,7:19 AM,,,
B217-4240,10:10 AM,,,
B280-4447,8:42 AM,,,
B656-1793,2:52 PM,,,
B184-7626,4:46 AM,,,
B757-7837,5:02 AM,,,
B856-4034,1:24 PM,,,
B463-3036,2:07 AM,,,
B554-7856,6:12 AM,,,
B362-8616,4:48 AM,,,
B964-5827,2:43 AM,,,
B264-4618,2:28 PM,,,
B072-6754,8:41 AM,,,
B056-6487,8:58 AM,,,
B645-8125,9:59 AM,,,
B984-8278,11:51 AM,,,
B935-0382,3:15 PM,,,
B870-3219,2:28 AM,,,
B651-0714,7:19 AM,,,
B407-2667,5:10 AM,,,
B788-3471,1:13 PM,,,
B833-7032,2:12 AM,,,
B170-3951,4:46 AM,,,
B253-0206,5:42 AM,,,
B652-1758,2:01 AM,,,
B039-9755,4:25 PM,,,
B556-9662,3:40 AM,,,
B586-2420,2:02 PM,,,
B343-2128,4:12 AM,,,
B832-6473,6:42 AM,,,
B044-5460,3:54 PM,,,
B299-6872,4:24 AM,,,
B336-3891,7:46 AM,,,
B283-8993,2:36 AM,,,
B223-1502,5:07 AM,,,
B182-1863,12:56 PM,,,
B816-5744,8:56 AM,,,
B684-2788,8:56 AM,,,
B606-5185,1:39 PM,,,
B432-2237,9:55 AM,,,
B732-5374,4:34 AM,,,
B994-4867,2:22 AM,,,
B608-3742,7:18 AM,,,
B661-7421,8:57 AM,,,
B893-4194,9:41 AM,,,
B512-3603,4:01 AM,,,
B208-0542,4:05 PM,,,
B021-6555,7:47 AM,,,
B869-8313,2:38 PM,,,
B872-7360,10:18 AM,,,
B172-8934,3:37 PM,,,
B400-2222,9:46 AM,,,
B863-1573,2:02 AM,,,
B402-8934,3:48 AM,,,
B666-3489,2:49 AM,,,
B514-4667,7:43 AM,,,
B169-6439,1:14 PM,,,
B091-6673,3:58 PM,,,
B378-1446,7:49 AM,,,
B092-3298,10:54 AM,,,
B965-9120,2:40 AM,,,
B634-8737,4:25 PM,,,
B384-0561,9:20 AM,,,
B073-9942,6:46 AM,,,
B025-9473,2:18 PM,,,
B813-7681,9:24 AM,,,
B282-7505,5:07 AM,,,
B254-9431,3:46 AM,,,
B235-9162,6:53 AM,,,
B429-1427,1:57 PM,,,
B689-0364,4:58 AM,,,
B565-4376,1:24 PM,,,
B494-8048,4:35 AM,,,
B847-2719,6:17 AM,,,
B647-5305,10:44 AM,,,
B127-6843,4:11 PM,,,
B547-7593,9:53 AM,,,
B893-9366,10:30 AM,,,
B238-2860,7:09 AM,,,
B661-9747,3:26 PM,,,
B134-0426,4:40 PM,,,
B463-4729,2:09 PM,,,
B246-0401,1:52 PM,,,
B081-6589,1:04 PM,,,
B901-6331,11:24 AM,,,
B182-3416,2:04 PM,,,
B176-4537,1:10 PM,,,
B852-0732,11:12 AM,,,
B660-9169,2:02 PM,,,
B226-4704,12:44 PM,,,
B131-6713,3:22 PM,,,
B369-3474,11:05 AM,,,
B154-1767,2:11 PM,,,
B747-2417,4:14 PM,,,
B671-5676,6:47 AM,,,
B070-8376,4:50 PM,,,
B978-4168,2:21 AM,,,
B590-5535,5:12 AM,,,
B750-0730,3:29 AM,,,
B397-2895,12:59 PM,,,
B642-5311,2:49 PM,,,
B363-6059,8:25 AM,,,
B066-8306,4:50 PM,,,
B135-2564,6:29 AM,,,
B525-6242,12:01 PM,,,
B455-1475,10:19 AM,,,
B467-4436,11:38 AM,,,
B568-4724,1:06 PM,,,
B333-7863,5:50 AM,,,
B875-1927,2:24 AM,,,
B612-2588,4:34 PM,,,
B479-0667,3:27 PM,,,
B702-7349,4:51 AM,,,
B751-4720,3:47 AM,,,
B119-7948,9:39 AM,,,
B110-3153,11:31 AM,,,
B003-9094,4:10 AM,,,
B420-7276,3:30 AM,,,
B629-9355,10:15 AM,,,
B578-3397,5:04 AM,,,
B214-6112,6:47 AM,,,
B146-0125,5:58 AM,,,
B472-2401,9:51 AM,,,
B269-9402,10:30 AM,,,
B463-8854,12:41 PM,,,
B247-8933,9:28 AM,,,
B065-5723,1:43 PM,,,
B282-2076,2:25 PM,,,
B486-9548,2:20 AM,,,
B394-7878,3:58 PM,,,
B026-8445,3:11 AM,,,
B501-3748,9:55 AM,,,
B531-6316,3:19 PM,,,
B286-0569,11:16 AM,,,
B480-7182,2:18 AM,,,
B411-1800,7:47 AM,,,
B605-4752,3:15 AM,,,
B105-4119,12:38 PM,,,
B783-9568,8:56 AM,,,
B918-3336,2:53 PM,,,
B165-4969,6:02 AM,,,
B043-4285,9:35 AM,,,
B651-2050,12:17 PM,,,
B213-1533,5:32 AM,,,
B935-2311,10:56 AM,,,
B817-7211,5:29 AM,,,
B996-6442,5:48 AM,,,
B518-1594,12:14 PM,,,
B951-3857,1:54 PM,,,
B955-3876,1:11 PM,,,
B698-9452,6:08 AM,,,
B224-1017,5:19 AM,,,
B030-5946,1:51 PM,,,
B636-4557,1:21 PM,,,
B591-4008,10:15 AM,,,
B464-7996,11:59 AM,,,
B075-3503,5:01 AM,,,
B204-9301,1:52 PM,,,
B085-8801,3:27 AM,,,
B269-0396,2:05 AM,,,
B139-0075,12:26 PM,,,
B550-0310,9:51 AM,,,
B660-5581,11:31 AM,,,
B820-7853,3:28 PM,,,
B612-9774,7:11 AM,,,
B935-0160,3:02 AM,,,
B455-8296,8:45 AM,,,
B882-6220,12:04 PM,,,
B573-3549,12:48 PM,,,
B393-8553,1:11 PM,,,
B737-7935,4:37 AM,,,
B926-5202,4:13 PM,,,
B166-5028,3:48 PM,,,
B548-3007,2:42 PM,,,
B237-7706,3:08 PM,,,
B622-6979,1:06 PM,,,
B201-1954,2:51 PM,,,
B654-5403,7:55 AM,,,
B524-6055,7:07 AM,,,
B852-0314,11:47 AM,,,
B236-4973,2:05 PM,,,
B762-1067,2:29 AM,,,
B694-1730,6:51 AM,,,
B322-1751,1:17 PM,,,
B483-7937,4:51 PM,,,
B141-8150,9:47 AM,,,
B551-6120,4:04 AM,,,
B424-7141,2:58 PM,,,
B815-5129,12:24 PM,,,
B858-8321,3:29 AM,,,
B132-7875,12:33 PM,,,
B610-3966,1:30 PM,,,
B268-5409,10:20 AM,,,
B733-2911,7:43 AM,,,
B756-2807,3:33 AM,,,
B253-3427,7:23 AM,,,
B836-6982,11:09 AM,,,
B889-9779,9:18 AM,,,
B415-5379,9:12 AM,,,
B102-2942,10:14 AM,,,
B483-5659,9:20 AM,,,
B136-6295,5:36 AM,,,
B678-6281,11:35 AM,,,
B640-6656,4:15 PM,,,
B336-9606,8:47 AM,,,
B830-1914,2:08 PM,,,
B482-9312,4:12 PM,,,
B354-0937,12:16 PM,,,
B654-7599,1:37 PM,,,
B694-3271,1:42 PM,,,
B458-2411,4:57 AM,,,
B395-0102,2:07 PM,,,
B147-5822,8:40 AM,,,
B142-9119,3:22 AM,,,
B117-8321,1:43 PM,,,
B116-7349,2:12 PM,,,
B709-4157,2:15 AM,,,
B870-5770,9:37 AM,,,
B050-1549,1:13 PM,,,
B187-1737,4:26 PM,,,
B715-4414,9:03 AM,,,
B094-9204,11:36 AM,,,
B335-0822,1:09 PM,,,
B074-9797,8:15 AM,,,
B322-5643,12:12 PM,,,
B073-6385,3:20 AM,,,
B826-1160,5:23 AM,,,
B523-6487,8:08 AM,,,
